id,content,parent_id,tags,react_like,react_love,react_haha,react_wow,react_sad,react_angry,total_reactions,created_at,is_deleted
077d7498-8c80-43bb-9f85-465703f3da3b,"hot take: happy thursday is overrated and my liver agrees",,"ust",1,9,16,4,6,8,44,2026-06-27T05:09:10.696Z,false
0f0f29c4-978a-4c82-b3f0-6e8c0517a701,"this",7c1e9742-5748-47cc-a340-aba974b914c5,"general",0,29,21,16,5,4,75,2026-06-28T04:53:21.039Z,false
408466e1-3564-458b-96b6-b8df9c4b90d6,"no bc why is this so accurate",f9649a20-3289-4794-bad8-0b19c83cafda,"general",14,1,14,6,5,3,43,2026-06-28T04:53:21.039Z,false
ffd30c51-02b1-4127-9ecf-64b60787de65,"felt this",07061f56-8066-49e2-ab25-a70d284f4717,"general",39,5,35,11,1,4,95,2026-06-28T04:53:21.039Z,false
99c586a5-c7c9-45bd-ae3d-edb0e96259b6,"disagree tbh",36b743cc-d870-4c59-abf2-f7bb42df2c7f,"general",0,35,8,3,2,5,53,2026-06-28T04:53:21.039Z,false
223848b6-0d02-47b5-9cd0-f0129ba33a8e,"kanal humor is elite, y'all just scared to be relatable",,"up",13,6,25,5,0,3,52,2026-06-28T05:10:36.197Z,false
aac6b953-6a98-4da5-ba58-de2ff07b9d58,"block section trauma bond is undefeated ngl, ride or die na kami",,"general|question",6,23,0,10,0,4,43,2026-06-28T05:23:01.277Z,false
459658d2-3510-4bb3-80ac-5b063bab3105,"this",452937b7-7740-4bdb-bc49-ef05c65d9a1f,"general",38,2,14,12,1,0,67,2026-06-30T04:53:21.039Z,false
4f3a06a8-5caa-4529-8021-6c2e9756ff01,"waded through waist-deep flood to get to my 7am block. worth it? no.",,"ust|hot-take",15,0,1,0,0,0,16,2026-06-30T10:38:09.291Z,false
96ba04fc-2a88-4c68-b3f1-8e3baf4d23c4,"hot take: happy thursday is overrated and my liver agrees",,"ust|confession",27,22,6,0,0,0,55,2026-06-30T11:37:50.678Z,false
2d212650-191f-47be-8a1e-bf01000013ea,"the walk from the gate to my class is a full cardio session",,"ust",0,10,2,3,3,0,18,2026-06-30T14:37:28.652Z,false
38bd2844-730a-474c-b7ce-28072588588f,"no bc why is this so accurate",e847b585-3dda-4f93-9e3c-c72c61d8b84e,"general",18,13,26,0,0,8,65,2026-07-01T04:53:21.039Z,false
f9649a20-3289-4794-bad8-0b19c83cafda,"AnimoSys crashed during enlistment. classic.",,"general",0,6,13,2,6,4,31,2026-07-01T16:55:29.707Z,false
4d3d82ca-314b-4bad-bcad-4fec314aa879,"disagree tbh",9e5d2e91-797b-41a9-b887-b98ecfdaffb0,"general",5,0,24,0,0,3,32,2026-07-02T04:53:21.039Z,false
1a291df3-f634-4cca-8d5f-6fe539f47ba3,"conyo culture is so real in katip it's actually funny",,"ust|rant",8,19,14,1,11,0,53,2026-07-02T18:28:08.219Z,false
186e5043-d52b-4ea6-9b76-0848f7f753f6,"why do they call it cura personalis then ghost you at consultation",,"general|hot-take",23,32,11,0,1,7,74,2026-07-03T03:50:42.386Z,false
939fecc1-42f1-455b-b741-3da20cf0450d,"real",223848b6-0d02-47b5-9cd0-f0129ba33a8e,"general",14,12,39,12,2,1,80,2026-07-03T04:53:21.039Z,false
ddca2582-d1aa-4a66-8593-132842525cea,"disagree tbh",0a7aac7b-f2ef-42e5-aed6-0fd566a2eae8,"general",6,0,8,18,0,0,32,2026-07-04T04:53:21.039Z,false
9b352f45-82c9-474a-b452-5675921025ef,"no bc why is this so accurate",bafc7fa6-6c39-4c0a-9a8c-403e941c0db8,"general",0,33,0,18,8,0,59,2026-07-04T04:53:21.039Z,false
7d577bd2-5651-4bf5-9395-91d1f95434dc,"source? (jk)",a00030d3-c3d3-40ac-98e9-c30bffb17446,"general",5,0,10,0,4,0,19,2026-07-04T04:53:21.039Z,false
d956e71a-b243-4948-8ecc-6451ac5f5b7d,"hot take: happy thursday is overrated and my liver agrees",,"general|rant",2,17,34,4,3,3,63,2026-07-04T07:33:43.734Z,false
61d63b2e-c263-4d83-ab56-704f612a6723,"the green campus genuinely lowers my cortisol i cannot lie",,"ust|confession",0,25,22,0,11,1,59,2026-07-04T19:58:54.479Z,false
39be9f7a-f253-42c9-b780-79eab6c5fc54,"lmaooo",452937b7-7740-4bdb-bc49-ef05c65d9a1f,"general",1,24,1,7,0,0,33,2026-07-05T04:53:21.039Z,false
953dc907-e35e-4a2f-baed-1a907bfef0ca,"source? (jk)",6c4da03c-f9f1-4c4f-abb1-7abf9dbd4569,"general",0,30,35,0,8,3,76,2026-07-05T04:53:21.039Z,false
64843452-9454-460c-8538-fbb35fad6a4d,"said what i said",f9649a20-3289-4794-bad8-0b19c83cafda,"general",21,18,6,10,2,6,63,2026-07-05T04:53:21.039Z,false
3304e91f-3916-4d00-95fa-664fcbc4a6cd,"this",72de91e2-d9c4-455e-9083-4fba59ff7eba,"general",0,5,0,16,5,1,27,2026-07-05T04:53:21.039Z,false
52373b83-3330-4bc4-ade7-97158c793339,"facts",8574f120-79f8-4256-9abf-d7234da89387,"general",12,24,0,10,1,1,48,2026-07-05T04:53:21.039Z,false
2aedee99-a034-4f66-b506-367d1cc322ff,"block section trauma bond is undefeated ngl, ride or die na kami",,"dlsu",1,2,8,1,8,0,20,2026-07-05T10:10:09.544Z,false
e847b585-3dda-4f93-9e3c-c72c61d8b84e,"kanal humor is elite, y'all just scared to be relatable",,"dlsu|rant",8,17,0,16,1,5,47,2026-07-05T12:30:44.323Z,false
084ecf69-20bb-4937-bda9-ac51bed0b573,"mental health services here have a 10-week waitlist. do better.",,"admu",1,21,22,2,3,9,58,2026-07-05T14:59:03.693Z,false
96a3fd3d-b43e-4ab8-91a9-01cdf2dec002,"waded through waist-deep flood to get to my 7am block. worth it? no.",,"general",17,4,30,3,0,0,54,2026-07-05T18:52:33.362Z,false
2d441d43-3775-45d1-8f39-09d218787217,"hot take: happy thursday is overrated and my liver agrees",,"admu",0,22,13,13,1,0,49,2026-07-05T22:27:49.036Z,false
bafc7fa6-6c39-4c0a-9a8c-403e941c0db8,"the green campus genuinely lowers my cortisol i cannot lie",,"admu|question",11,1,14,10,1,0,37,2026-07-06T00:37:12.505Z,false
5743d1c3-00f1-4a5e-bcb0-091345dab2f0,"touch grass",a00030d3-c3d3-40ac-98e9-c30bffb17446,"general",0,4,0,14,3,0,21,2026-07-06T04:53:21.039Z,false
ecbe0a56-4c2c-4334-b260-fa0878eb1381,"felt this",b9c6da4f-497b-4cba-8e56-c94e73523749,"general",7,3,0,0,3,8,21,2026-07-06T04:53:21.039Z,false
5a8a0a42-cb10-4b16-a3aa-29ee0e49f7c3,"real",403cfa62-f719-415a-9454-c5e0da1fd199,"general",0,5,3,12,9,6,35,2026-07-06T04:53:21.039Z,false
